timestamp_utc,cpu_percent,cpu_sample_definition,sample_deadline_elapsed_ms,sample_lateness_ms
2026-07-27T23:49:33.5806718Z,7.303949,lifetime_average_since_workload_resume,100.000000,17.823500
2026-07-27T23:49:33.6793130Z,2.640040,interval_delta,200.000000,16.858900
2026-07-27T23:49:33.7767859Z,0.000000,interval_delta,300.000000,14.683800
2026-07-27T23:49:33.8738047Z,0.000000,interval_delta,400.000000,10.712000
2026-07-27T23:49:33.9780242Z,0.000000,interval_delta,500.000000,15.745600
2026-07-27T23:49:34.0792684Z,0.000000,interval_delta,600.000000,15.852600
