timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count,gpu_dedicated_mb,gpu_shared_mb
2026-07-18T05:25:17.7115359Z,18.594911,16.000000,13,0.000000,407.585938
2026-07-18T05:25:18.4145670Z,66.305151,16.000000,13,0.000000,407.968750
2026-07-18T05:25:19.0679026Z,64.373182,16.000000,13,0.000000,407.585938
2026-07-18T05:25:19.7340083Z,66.657652,16.000000,13,0.000000,407.585938
2026-07-18T05:25:20.3977967Z,66.105717,16.000000,13,0.000000,407.671875
2026-07-18T05:25:21.0828320Z,65.766076,16.000000,13,0.000000,407.656250
2026-07-18T05:25:21.7479624Z,66.559630,16.000000,13,0.000000,407.656250
2026-07-18T05:25:22.4487577Z,64.658681,12.000000,13,0.000000,407.656250
2026-07-18T05:25:23.1177511Z,63.450427,12.000000,13,0.000000,407.656250
2026-07-18T05:25:23.7993759Z,59.791264,16.000000,13,0.000000,407.734375
2026-07-18T05:25:24.4519244Z,67.044825,16.000000,13,0.000000,407.718750
2026-07-18T05:25:25.1022482Z,66.673517,16.000000,13,0.000000,407.718750
2026-07-18T05:25:25.7622246Z,66.290249,16.000000,13,0.000000,407.718750
