timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count
2026-07-17T15:51:03.5210823Z,64.445887,0.000000,0
2026-07-17T15:51:04.1894709Z,64.676697,0.000000,0
2026-07-17T15:51:04.8040623Z,66.312689,0.000000,0
2026-07-17T15:51:05.4532912Z,67.387635,0.000000,0
2026-07-17T15:51:06.0747985Z,67.041315,0.000000,0
2026-07-17T15:51:06.6877153Z,66.068986,0.000000,0
2026-07-17T15:51:07.3093034Z,67.242077,0.000000,0
2026-07-17T15:51:07.9225373Z,62.637532,0.000000,0
2026-07-17T15:51:08.5593075Z,66.865763,0.000000,0
2026-07-17T15:51:09.1752637Z,65.320188,0.000000,0
2026-07-17T15:51:09.8024275Z,66.021429,0.000000,0
2026-07-17T15:51:10.4206104Z,67.191212,0.000000,0
2026-07-17T15:51:11.0586920Z,66.728339,0.000000,0
2026-07-17T15:51:11.6749459Z,65.499924,0.000000,0
2026-07-17T15:51:12.2939462Z,66.681780,0.000000,0
