timestamp_utc,cpu_percent,cpu_sample_definition
2026-07-30T01:11:33.2991256Z,9.058840,lifetime_average_since_workload_resume
2026-07-30T01:11:33.5332749Z,8.341366,interval_delta
2026-07-30T01:11:33.7850647Z,8.274097,interval_delta
2026-07-30T01:11:34.0396188Z,8.184246,interval_delta
2026-07-30T01:11:34.2938038Z,8.196130,interval_delta
2026-07-30T01:11:34.5316020Z,8.213372,interval_delta
2026-07-30T01:11:34.7846161Z,8.234060,interval_delta
2026-07-30T01:11:35.0392169Z,8.182745,interval_delta
2026-07-30T01:11:35.2948944Z,8.148286,interval_delta
2026-07-30T01:11:35.5335834Z,8.182719,interval_delta
2026-07-30T01:11:35.7842499Z,7.272279,interval_delta
2026-07-30T01:11:36.0389547Z,8.179404,interval_delta
2026-07-30T01:11:36.2912050Z,8.258992,interval_delta
2026-07-30T01:11:36.5447164Z,8.731527,interval_delta
2026-07-30T01:11:36.7820727Z,8.228663,interval_delta
2026-07-30T01:11:37.0362045Z,8.197846,interval_delta
2026-07-30T01:11:37.2884662Z,8.258619,interval_delta
2026-07-30T01:11:37.5414956Z,8.233562,interval_delta
2026-07-30T01:11:37.7800345Z,8.733726,interval_delta
2026-07-30T01:11:38.0331975Z,8.229217,interval_delta
2026-07-30T01:11:38.2867560Z,8.216381,interval_delta
2026-07-30T01:11:38.5388532Z,10.846511,interval_delta
2026-07-30T01:11:38.7921506Z,16.449702,interval_delta
2026-07-30T01:11:39.0297465Z,15.892705,interval_delta
2026-07-30T01:11:39.2825991Z,15.963681,interval_delta
2026-07-30T01:11:39.5363395Z,16.420982,interval_delta
2026-07-30T01:11:39.7889113Z,15.465899,interval_delta
2026-07-30T01:11:40.0430347Z,16.396234,interval_delta
2026-07-30T01:11:40.2812254Z,8.199837,interval_delta
2026-07-30T01:11:40.5338187Z,8.247777,interval_delta
2026-07-30T01:11:40.7882447Z,8.188366,interval_delta
2026-07-30T01:11:41.0417608Z,8.217756,interval_delta
2026-07-30T01:11:41.2797088Z,8.208201,interval_delta
2026-07-30T01:11:41.5332387Z,8.217308,interval_delta
2026-07-30T01:11:41.7861133Z,5.664039,interval_delta
2026-07-30T01:11:42.0414738Z,5.099001,interval_delta
2026-07-30T01:11:42.2798252Z,5.462873,interval_delta
2026-07-30T01:11:42.5332850Z,7.705857,interval_delta
2026-07-30T01:11:42.7842645Z,3.112804,interval_delta
2026-07-30T01:11:43.0377925Z,3.595099,interval_delta
2026-07-30T01:11:43.2892564Z,6.213616,interval_delta
2026-07-30T01:11:43.5423594Z,4.115584,interval_delta
2026-07-30T01:11:43.7942792Z,6.202371,interval_delta
2026-07-30T01:11:44.0311840Z,8.244345,interval_delta
2026-07-30T01:11:44.2854505Z,11.778161,interval_delta
2026-07-30T01:11:44.5384436Z,10.808101,interval_delta
2026-07-30T01:11:44.7930638Z,8.693504,interval_delta
2026-07-30T01:11:45.0318559Z,8.724465,interval_delta
2026-07-30T01:11:45.2854541Z,25.158729,interval_delta
2026-07-30T01:11:45.5381081Z,7.215071,interval_delta
2026-07-30T01:11:45.7910584Z,8.236137,interval_delta
