timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count,gpu_dedicated_mb,gpu_shared_mb
2026-07-18T05:18:25.2185958Z,18.671765,0.000000,0,0.000000,0.000000
2026-07-18T05:18:25.9041291Z,64.578677,0.000000,0,0.000000,0.000000
2026-07-18T05:18:26.5523095Z,65.688696,0.000000,0,0.000000,0.000000
2026-07-18T05:18:27.2383913Z,66.235117,0.000000,0,0.000000,0.000000
2026-07-18T05:18:27.8928122Z,62.873654,0.000000,0,0.000000,0.000000
2026-07-18T05:18:28.5884170Z,60.274287,0.000000,0,0.000000,0.000000
2026-07-18T05:18:29.2370818Z,65.639642,0.000000,0,0.000000,0.000000
2026-07-18T05:18:29.9033025Z,66.255259,0.000000,0,0.000000,0.000000
2026-07-18T05:18:30.5523379Z,66.605252,0.000000,0,0.000000,0.000000
2026-07-18T05:18:31.2221988Z,65.117686,0.000000,0,0.000000,0.000000
2026-07-18T05:18:31.8707243Z,66.657621,0.000000,0,0.000000,0.000000
2026-07-18T05:18:32.5211343Z,66.064098,0.000000,0,0.000000,0.000000
2026-07-18T05:18:33.1571711Z,66.533428,0.000000,0,0.000000,0.000000
