timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count
2026-07-17T15:47:21.8449192Z,64.337544,0.000000,0
2026-07-17T15:47:22.5441869Z,64.613726,0.000000,0
2026-07-17T15:47:23.1642269Z,64.469967,0.000000,0
2026-07-17T15:47:23.8108011Z,66.858787,0.000000,0
2026-07-17T15:47:24.4290188Z,64.449384,0.000000,0
2026-07-17T15:47:25.0459794Z,65.635944,0.000000,0
2026-07-17T15:47:25.6777058Z,62.452867,0.000000,0
2026-07-17T15:47:26.2956908Z,66.369936,0.000000,0
2026-07-17T15:47:26.9290450Z,64.553794,0.000000,0
2026-07-17T15:47:27.5424680Z,67.288057,0.000000,0
2026-07-17T15:47:28.1790646Z,65.452229,0.000000,0
2026-07-17T15:47:28.7925638Z,64.945072,0.000000,0
2026-07-17T15:47:29.4289875Z,64.242448,0.000000,0
2026-07-17T15:47:30.0623580Z,66.402353,0.000000,0
2026-07-17T15:47:30.6781072Z,65.130684,0.000000,0
