timestamp_utc,cpu_percent,cpu_sample_definition
2026-07-30T21:18:06.9431123Z,6.855918,lifetime_average_since_workload_resume
2026-07-30T21:18:07.1905793Z,6.840138,interval_delta
2026-07-30T21:18:07.4312009Z,8.658131,interval_delta
2026-07-30T21:18:07.6947110Z,7.906085,interval_delta
2026-07-30T21:18:07.9431192Z,7.862563,interval_delta
2026-07-30T21:18:08.1876950Z,7.453381,interval_delta
2026-07-30T21:18:08.4425893Z,8.173323,interval_delta
2026-07-30T21:18:08.6811839Z,8.731687,interval_delta
2026-07-30T21:18:08.9376127Z,8.124412,interval_delta
2026-07-30T21:18:09.1907162Z,8.231152,interval_delta
2026-07-30T21:18:09.4310594Z,7.584640,interval_delta
2026-07-30T21:18:09.6933488Z,8.439310,interval_delta
2026-07-30T21:18:09.9423302Z,7.844461,interval_delta
2026-07-30T21:18:10.1813309Z,8.172047,interval_delta
2026-07-30T21:18:10.4312422Z,8.336291,interval_delta
2026-07-30T21:18:10.6833575Z,8.263415,interval_delta
2026-07-30T21:18:10.9423021Z,8.045479,interval_delta
2026-07-30T21:18:11.1829828Z,8.656005,interval_delta
2026-07-30T21:18:11.4325453Z,8.347942,interval_delta
2026-07-30T21:18:11.6936474Z,7.978999,interval_delta
2026-07-30T21:18:11.9418130Z,8.394932,interval_delta
2026-07-30T21:18:12.1927745Z,8.301406,interval_delta
2026-07-30T21:18:12.4321113Z,8.704609,interval_delta
2026-07-30T21:18:12.6827677Z,11.947797,interval_delta
2026-07-30T21:18:12.9420861Z,11.046587,interval_delta
2026-07-30T21:18:13.1925364Z,16.636701,interval_delta
2026-07-30T21:18:13.4465004Z,17.431933,interval_delta
2026-07-30T21:18:13.6820309Z,16.032071,interval_delta
2026-07-30T21:18:13.9443034Z,15.390322,interval_delta
2026-07-30T21:18:14.1921386Z,14.710716,interval_delta
2026-07-30T21:18:14.4460412Z,8.718074,interval_delta
2026-07-30T21:18:14.6937333Z,7.885294,interval_delta
2026-07-30T21:18:14.9436420Z,8.336378,interval_delta
2026-07-30T21:18:15.1926653Z,8.366018,interval_delta
2026-07-30T21:18:15.4321554Z,8.155348,interval_delta
2026-07-30T21:18:15.6819374Z,8.340606,interval_delta
2026-07-30T21:18:15.9431244Z,7.477880,interval_delta
2026-07-30T21:18:16.1933734Z,8.325042,interval_delta
2026-07-30T21:18:16.4429998Z,7.824192,interval_delta
2026-07-30T21:18:16.6831358Z,8.133412,interval_delta
