timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count,gpu_dedicated_mb,gpu_shared_mb
2026-07-18T05:17:34.6215578Z,22.043513,0.000000,0,0.000000,0.000000
2026-07-18T05:17:35.3220392Z,66.732381,0.000000,0,0.000000,0.000000
2026-07-18T05:17:35.9751819Z,57.215355,0.000000,0,0.000000,0.000000
2026-07-18T05:17:36.6396784Z,65.055522,0.000000,0,0.000000,0.000000
2026-07-18T05:17:37.3048259Z,66.362160,0.000000,0,0.000000,0.000000
2026-07-18T05:17:37.9878575Z,65.577737,0.000000,0,0.000000,0.000000
2026-07-18T05:17:38.6556132Z,65.907961,0.000000,0,0.000000,0.000000
2026-07-18T05:17:39.3220182Z,66.823103,0.000000,0,0.000000,0.000000
2026-07-18T05:17:39.9896949Z,65.330708,0.000000,0,0.000000,0.000000
2026-07-18T05:17:40.6548205Z,66.755875,0.000000,0,0.000000,0.000000
2026-07-18T05:17:41.3071920Z,66.863423,0.000000,0,0.000000,0.000000
2026-07-18T05:17:41.9563325Z,65.792126,0.000000,0,0.000000,0.000000
2026-07-18T05:17:42.5919483Z,65.143519,0.000000,0,0.000000,0.000000
