timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count
2026-07-17T15:44:38.0157936Z,65.449769,0.000000,0
2026-07-17T15:44:38.7018407Z,59.975231,0.000000,0
2026-07-17T15:44:39.3647440Z,65.801138,0.000000,0
2026-07-17T15:44:40.0155843Z,66.020420,0.000000,0
2026-07-17T15:44:40.6314014Z,65.123503,0.000000,0
2026-07-17T15:44:41.2632576Z,65.943274,0.000000,0
2026-07-17T15:44:41.8965637Z,65.175500,0.000000,0
2026-07-17T15:44:42.5263744Z,67.604639,0.000000,0
2026-07-17T15:44:43.1480220Z,66.188357,0.000000,0
2026-07-17T15:44:43.7806348Z,65.246928,0.000000,0
2026-07-17T15:44:44.4147088Z,65.917976,0.000000,0
2026-07-17T15:44:45.0487466Z,66.127104,0.000000,0
2026-07-17T15:44:45.6646264Z,66.808220,0.000000,0
2026-07-17T15:44:46.2666161Z,66.186764,0.000000,0
