timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count
2026-07-17T14:42:23.6469102Z,1.690193,97.000000,13
2026-07-17T14:42:24.3101373Z,2.355905,93.000000,13
2026-07-17T14:42:24.9777784Z,1.950274,92.000000,13
2026-07-17T14:42:25.6329223Z,1.987477,92.000000,13
2026-07-17T14:42:26.3122569Z,2.108374,98.000000,13
2026-07-17T14:42:26.9965180Z,2.664066,97.000000,13
2026-07-17T14:42:27.6773966Z,2.294829,97.000000,13
2026-07-17T14:42:28.3604820Z,1.906179,94.000000,13
2026-07-17T14:42:28.9979292Z,1.838388,97.000000,13
2026-07-17T14:42:29.6448471Z,2.415299,97.000000,13
2026-07-17T14:42:30.2927391Z,2.009723,97.000000,13
2026-07-17T14:42:30.9457348Z,2.193417,99.000000,13
2026-07-17T14:42:31.5785828Z,2.468997,98.000000,13
2026-07-17T14:42:32.2434702Z,1.958352,98.000000,13
2026-07-17T14:42:32.9135169Z,1.554618,100.000000,13
2026-07-17T14:42:33.5617442Z,2.812157,98.000000,13
2026-07-17T14:42:34.2270786Z,2.348443,98.000000,13
2026-07-17T14:42:34.8783118Z,1.799471,99.000000,13
2026-07-17T14:42:35.5281843Z,2.203958,98.000000,13
2026-07-17T14:42:36.1926778Z,2.351415,100.000000,13
2026-07-17T14:42:36.8577974Z,2.544968,92.000000,13
2026-07-17T14:42:37.5453848Z,1.704329,96.000000,13
2026-07-17T14:42:38.1952637Z,2.404294,97.000000,13
