timestamp_utc,cpu_percent,cpu_sample_definition,gpu_percent,gpu_engine_count,gpu_dedicated_mb,gpu_shared_mb,gpu_engine_query_ok,gpu_memory_query_ok
2026-07-27T22:34:58.8551717Z,9.509321,lifetime_average_since_workload_resume,0.000000,0,0.000000,0.000000,true,true
