timestamp_utc,cpu_percent,cpu_sample_definition,gpu_percent,gpu_engine_count,gpu_dedicated_mb,gpu_shared_mb,gpu_engine_query_ok,gpu_memory_query_ok
2026-07-27T21:57:16.3362370Z,10.528051,lifetime_average_since_process_start,0.000000,0,0.000000,0.000000,true,true
