timestamp_utc,cpu_percent,cpu_sample_definition
2026-07-30T15:21:20.2506082Z,7.759219,interval_delta
2026-07-30T15:21:20.4978476Z,7.899732,interval_delta
2026-07-30T15:21:20.7510217Z,8.228856,interval_delta
2026-07-30T15:21:20.9970569Z,7.938397,interval_delta
2026-07-30T15:21:21.2507862Z,8.210850,interval_delta
2026-07-30T15:21:21.4944322Z,8.550657,interval_delta
2026-07-30T15:21:21.7521553Z,7.073160,interval_delta
2026-07-30T15:21:22.0002223Z,8.398269,interval_delta
2026-07-30T15:21:22.2498704Z,8.345080,interval_delta
2026-07-30T15:21:22.5004045Z,8.315568,interval_delta
2026-07-30T15:21:22.7465707Z,8.463117,interval_delta
2026-07-30T15:21:23.0017839Z,8.163110,interval_delta
2026-07-30T15:21:23.2474713Z,8.479610,interval_delta
2026-07-30T15:21:23.5022874Z,8.175831,interval_delta
2026-07-30T15:21:23.7462064Z,8.541087,interval_delta
2026-07-30T15:21:24.0011683Z,8.171156,interval_delta
2026-07-30T15:21:24.2500364Z,8.371235,interval_delta
2026-07-30T15:21:24.4968998Z,8.439215,interval_delta
2026-07-30T15:21:24.7496205Z,8.243620,interval_delta
2026-07-30T15:21:25.0025794Z,7.721116,interval_delta
2026-07-30T15:21:25.2504221Z,7.355136,interval_delta
2026-07-30T15:21:25.4945939Z,7.998979,interval_delta
2026-07-30T15:21:25.7489439Z,8.190813,interval_delta
2026-07-30T15:21:26.0025148Z,7.702481,interval_delta
2026-07-30T15:21:26.2486553Z,7.935001,interval_delta
2026-07-30T15:21:26.4929107Z,7.463158,interval_delta
2026-07-30T15:21:26.7471599Z,8.194061,interval_delta
2026-07-30T15:21:27.0016060Z,8.187720,interval_delta
2026-07-30T15:21:27.2474012Z,8.475891,interval_delta
2026-07-30T15:21:27.4936808Z,8.459220,interval_delta
2026-07-30T15:21:27.7520633Z,7.559045,interval_delta
2026-07-30T15:21:27.9985061Z,7.925267,interval_delta
2026-07-30T15:21:28.2517517Z,8.226533,interval_delta
2026-07-30T15:21:28.4975248Z,7.417072,interval_delta
2026-07-30T15:21:28.7494457Z,7.236068,interval_delta
2026-07-30T15:21:28.9908111Z,8.091984,interval_delta
2026-07-30T15:21:29.2487987Z,12.112985,interval_delta
2026-07-30T15:21:29.5019809Z,8.228593,interval_delta
