timestamp_utc,cpu_percent,cpu_sample_definition
2026-07-30T15:21:04.5055193Z,8.595256,lifetime_average_since_workload_resume
2026-07-30T15:21:04.7491483Z,3.741173,interval_delta
2026-07-30T15:21:05.0019172Z,8.242048,interval_delta
2026-07-30T15:21:05.5016932Z,7.555468,interval_delta
2026-07-30T15:21:05.7507824Z,8.363804,interval_delta
2026-07-30T15:21:05.9990864Z,7.865862,interval_delta
2026-07-30T15:21:06.2464667Z,8.421581,interval_delta
2026-07-30T15:21:06.5020522Z,8.151219,interval_delta
2026-07-30T15:21:06.7493312Z,7.898467,interval_delta
2026-07-30T15:21:06.9878833Z,7.641587,interval_delta
2026-07-30T15:21:07.2495503Z,8.459384,interval_delta
2026-07-30T15:21:07.5017495Z,8.260666,interval_delta
2026-07-30T15:21:07.7481148Z,8.456277,interval_delta
2026-07-30T15:21:07.9959671Z,7.880197,interval_delta
2026-07-30T15:21:08.2519090Z,8.139868,interval_delta
2026-07-30T15:21:08.5018849Z,15.626506,interval_delta
2026-07-30T15:21:08.7475305Z,24.383027,interval_delta
2026-07-30T15:21:09.0014768Z,18.458627,interval_delta
2026-07-30T15:21:09.2463824Z,16.481691,interval_delta
2026-07-30T15:21:09.5016795Z,12.750667,interval_delta
2026-07-30T15:21:09.7485294Z,7.912197,interval_delta
2026-07-30T15:21:10.0018613Z,8.223731,interval_delta
2026-07-30T15:21:10.2469804Z,7.436861,interval_delta
2026-07-30T15:21:10.5019962Z,7.658839,interval_delta
2026-07-30T15:21:10.7480295Z,7.938458,interval_delta
2026-07-30T15:21:11.0008444Z,8.240548,interval_delta
2026-07-30T15:21:11.2478251Z,7.908007,interval_delta
2026-07-30T15:21:11.4954050Z,6.311094,interval_delta
2026-07-30T15:21:11.7489638Z,17.459790,interval_delta
2026-07-30T15:21:12.0012664Z,8.773361,interval_delta
2026-07-30T15:21:12.2470709Z,6.886401,interval_delta
2026-07-30T15:21:12.5020914Z,11.743337,interval_delta
2026-07-30T15:21:12.7476955Z,2.650777,interval_delta
2026-07-30T15:21:13.0013250Z,7.700701,interval_delta
2026-07-30T15:21:13.2471645Z,7.944716,interval_delta
2026-07-30T15:21:13.5010684Z,7.179554,interval_delta
2026-07-30T15:21:13.7468731Z,8.475563,interval_delta
2026-07-30T15:21:14.0007643Z,7.692764,interval_delta
2026-07-30T15:21:14.2465748Z,7.945653,interval_delta
2026-07-30T15:21:14.5010101Z,7.164559,interval_delta
2026-07-30T15:21:14.7467296Z,8.478502,interval_delta
2026-07-30T15:21:15.0002300Z,8.218264,interval_delta
2026-07-30T15:21:15.2469536Z,7.916247,interval_delta
2026-07-30T15:21:15.5019959Z,8.168580,interval_delta
2026-07-30T15:21:15.7486201Z,7.919438,interval_delta
2026-07-30T15:21:15.9966266Z,8.400317,interval_delta
2026-07-30T15:21:16.2502813Z,7.699936,interval_delta
2026-07-30T15:21:16.5020820Z,6.722413,interval_delta
2026-07-30T15:21:16.7371832Z,8.307593,interval_delta
2026-07-30T15:21:16.9886836Z,8.283618,interval_delta
2026-07-30T15:21:17.2481407Z,7.527738,interval_delta
2026-07-30T15:21:17.5007771Z,7.730972,interval_delta
2026-07-30T15:21:17.7499425Z,6.270935,interval_delta
2026-07-30T15:21:17.9919624Z,7.532094,interval_delta
2026-07-30T15:21:18.2370563Z,7.968885,interval_delta
2026-07-30T15:21:18.4936810Z,7.610822,interval_delta
2026-07-30T15:21:18.7461174Z,8.252904,interval_delta
2026-07-30T15:21:18.9997944Z,7.699259,interval_delta
2026-07-30T15:21:19.2454325Z,8.481312,interval_delta
2026-07-30T15:21:19.4998513Z,7.676811,interval_delta
2026-07-30T15:21:19.7454848Z,7.951379,interval_delta
2026-07-30T15:21:19.9988915Z,7.193640,interval_delta
