timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count,gpu_dedicated_mb,gpu_shared_mb
2026-07-18T05:19:19.2046896Z,21.058601,0.000000,0,0.000000,0.000000
2026-07-18T05:19:19.8412835Z,64.838890,0.000000,0,0.000000,0.000000
2026-07-18T05:19:20.4545732Z,65.816503,0.000000,0,0.000000,0.000000
2026-07-18T05:19:21.0879415Z,64.346776,0.000000,0,0.000000,0.000000
2026-07-18T05:19:21.6879393Z,65.755449,0.000000,0,0.000000,0.000000
2026-07-18T05:19:22.3202648Z,66.718012,0.000000,0,0.000000,0.000000
2026-07-18T05:19:22.9217938Z,66.453917,0.000000,0,0.000000,0.000000
2026-07-18T05:19:23.5371312Z,65.174271,0.000000,0,0.000000,0.000000
2026-07-18T05:19:24.1374197Z,67.458883,0.000000,0,0.000000,0.000000
2026-07-18T05:19:24.7645405Z,66.233584,0.000000,0,0.000000,0.000000
2026-07-18T05:19:25.3632907Z,65.022595,0.000000,0,0.000000,0.000000
2026-07-18T05:19:25.9855300Z,66.543933,0.000000,0,0.000000,0.000000
2026-07-18T05:19:26.5814003Z,66.210927,0.000000,0,0.000000,0.000000
2026-07-18T05:19:27.2012780Z,66.167286,0.000000,0,0.000000,0.000000
2026-07-18T05:19:27.8213840Z,63.413218,0.000000,0,0.000000,0.000000
