timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count
2026-07-17T15:48:09.3600083Z,60.554392,0.000000,0
2026-07-17T15:48:10.0451381Z,61.765972,0.000000,0
2026-07-17T15:48:10.6783988Z,65.797020,0.000000,0
2026-07-17T15:48:11.3117887Z,66.400319,0.000000,0
2026-07-17T15:48:11.9284260Z,65.670357,0.000000,0
2026-07-17T15:48:12.5450403Z,66.939806,0.000000,0
2026-07-17T15:48:13.1607219Z,65.983781,0.000000,0
2026-07-17T15:48:13.7950351Z,67.330040,0.000000,0
2026-07-17T15:48:14.4117101Z,65.666342,0.000000,0
2026-07-17T15:48:15.0206155Z,62.013601,0.000000,0
2026-07-17T15:48:15.6450499Z,66.101486,0.000000,0
2026-07-17T15:48:16.2599238Z,67.552808,0.000000,0
2026-07-17T15:48:16.8949824Z,64.585575,0.000000,0
2026-07-17T15:48:17.5116362Z,67.568977,0.000000,0
2026-07-17T15:48:18.1275444Z,65.536688,0.000000,0
