observation_utc,gpu_percent,gpu_engine_count,gpu_dedicated_mb,gpu_shared_mb,gpu_engine_query_ok,gpu_memory_query_ok,gpu_engine_query_started_utc,gpu_engine_query_completed_utc,gpu_memory_query_started_utc,gpu_memory_query_completed_utc
2026-07-27T23:49:32.6461615Z,0.000000,0,0.000000,0.000000,true,true,2026-07-27T23:49:31.4901221Z,2026-07-27T23:49:31.8418397Z,2026-07-27T23:49:31.4921288Z,2026-07-27T23:49:31.5123513Z
