timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count,gpu_dedicated_mb,gpu_shared_mb
2026-07-18T05:16:47.5545971Z,19.981740,0.000000,0,0.000000,0.000000
2026-07-18T05:16:48.2243547Z,65.127729,0.000000,0,0.000000,0.000000
2026-07-18T05:16:48.8264154Z,63.799976,0.000000,0,0.000000,0.000000
2026-07-18T05:16:49.4555460Z,64.573238,0.000000,0,0.000000,0.000000
2026-07-18T05:16:50.0737545Z,66.977808,0.000000,0,0.000000,0.000000
2026-07-18T05:16:50.7037726Z,65.102296,0.000000,0,0.000000,0.000000
2026-07-18T05:16:51.3014659Z,65.137574,0.000000,0,0.000000,0.000000
2026-07-18T05:16:51.9219326Z,67.153752,0.000000,0,0.000000,0.000000
2026-07-18T05:16:52.5229633Z,61.092969,0.000000,0,0.000000,0.000000
2026-07-18T05:16:53.1446532Z,64.508313,0.000000,0,0.000000,0.000000
2026-07-18T05:16:53.7725706Z,66.564289,0.000000,0,0.000000,0.000000
2026-07-18T05:16:54.3969770Z,66.312981,0.000000,0,0.000000,0.000000
