timestamp_utc,cpu_percent,cpu_sample_definition
2026-07-30T20:56:22.4939704Z,5.836908,lifetime_average_since_workload_resume
2026-07-30T20:56:22.7430228Z,6.273780,interval_delta
2026-07-30T20:56:22.9924444Z,3.654288,interval_delta
2026-07-30T20:56:23.7424510Z,2.430534,interval_delta
2026-07-30T20:56:23.9928455Z,2.600064,interval_delta
2026-07-30T20:56:24.2433250Z,7.277708,interval_delta
2026-07-30T20:56:24.4938575Z,7.795895,interval_delta
2026-07-30T20:56:24.7439305Z,8.330901,interval_delta
2026-07-30T20:56:24.9939330Z,8.333250,interval_delta
2026-07-30T20:56:25.2414106Z,7.892128,interval_delta
2026-07-30T20:56:25.4926493Z,8.292247,interval_delta
2026-07-30T20:56:25.7428722Z,7.805541,interval_delta
2026-07-30T20:56:25.9922841Z,7.830921,interval_delta
2026-07-30T20:56:26.2421643Z,8.337329,interval_delta
2026-07-30T20:56:26.4911986Z,7.842795,interval_delta
2026-07-30T20:56:26.7428820Z,7.242896,interval_delta
2026-07-30T20:56:26.9937752Z,7.784687,interval_delta
2026-07-30T20:56:27.2424408Z,7.330796,interval_delta
2026-07-30T20:56:27.4921879Z,8.341772,interval_delta
2026-07-30T20:56:27.7414864Z,7.312185,interval_delta
2026-07-30T20:56:27.9927145Z,7.774309,interval_delta
2026-07-30T20:56:28.2412410Z,8.382741,interval_delta
2026-07-30T20:56:28.4936597Z,8.253483,interval_delta
2026-07-30T20:56:28.7422644Z,7.856348,interval_delta
2026-07-30T20:56:28.9929772Z,7.790288,interval_delta
2026-07-30T20:56:29.2436822Z,8.309899,interval_delta
2026-07-30T20:56:29.4913621Z,8.411394,interval_delta
2026-07-30T20:56:29.7430556Z,7.759934,interval_delta
2026-07-30T20:56:29.9929067Z,7.817156,interval_delta
2026-07-30T20:56:30.2412499Z,8.388928,interval_delta
2026-07-30T20:56:30.4926295Z,7.769624,interval_delta
2026-07-30T20:56:30.7430022Z,7.800870,interval_delta
2026-07-30T20:56:30.9927510Z,8.341715,interval_delta
2026-07-30T20:56:31.2427172Z,8.334460,interval_delta
2026-07-30T20:56:31.4921705Z,7.829622,interval_delta
2026-07-30T20:56:31.7427210Z,8.315024,interval_delta
2026-07-30T20:56:31.9937654Z,8.298665,interval_delta
2026-07-30T20:56:32.2429102Z,8.361938,interval_delta
2026-07-30T20:56:32.4928244Z,8.336194,interval_delta
2026-07-30T20:56:32.7428020Z,8.334080,interval_delta
2026-07-30T20:56:32.9930439Z,7.804948,interval_delta
2026-07-30T20:56:33.2427955Z,8.341622,interval_delta
2026-07-30T20:56:33.4916295Z,7.849108,interval_delta
2026-07-30T20:56:33.7428212Z,7.775436,interval_delta
2026-07-30T20:56:33.9926020Z,7.819356,interval_delta
2026-07-30T20:56:34.2428133Z,8.326296,interval_delta
2026-07-30T20:56:34.4925941Z,8.340646,interval_delta
2026-07-30T20:56:34.7415320Z,7.322777,interval_delta
2026-07-30T20:56:34.9891955Z,7.360458,interval_delta
2026-07-30T20:56:35.2419080Z,4.121944,interval_delta
2026-07-30T20:56:35.4931843Z,15.027449,interval_delta
2026-07-30T20:56:35.7429914Z,4.691120,interval_delta
2026-07-30T20:56:35.9929837Z,2.604247,interval_delta
2026-07-30T20:56:36.2425516Z,9.391232,interval_delta
2026-07-30T20:56:36.4915192Z,16.212786,interval_delta
2026-07-30T20:56:36.7421337Z,16.625800,interval_delta
2026-07-30T20:56:36.9945242Z,16.508809,interval_delta
2026-07-30T20:56:37.2412379Z,23.221923,interval_delta
2026-07-30T20:56:37.4828305Z,23.714165,interval_delta
2026-07-30T20:56:37.7418286Z,17.093111,interval_delta
2026-07-30T20:56:37.9916010Z,16.160546,interval_delta
2026-07-30T20:56:38.2381040Z,16.374885,interval_delta
2026-07-30T20:56:38.4922219Z,15.884195,interval_delta
2026-07-30T20:56:38.7426763Z,16.116540,interval_delta
2026-07-30T20:56:38.9919745Z,9.401392,interval_delta
2026-07-30T20:56:39.2432445Z,8.291214,interval_delta
2026-07-30T20:56:39.4905239Z,7.898454,interval_delta
