timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count,gpu_dedicated_mb,gpu_shared_mb
2026-07-18T05:24:43.9051959Z,20.665287,16.000000,13,0.000000,407.597656
2026-07-18T05:24:44.5664144Z,63.802661,18.000000,13,0.000000,407.597656
2026-07-18T05:24:45.1999904Z,65.353249,16.000000,13,0.000000,407.984375
2026-07-18T05:24:45.8340827Z,65.710728,20.000000,13,0.000000,407.597656
2026-07-18T05:24:46.4502280Z,65.934123,17.000000,13,0.000000,407.667969
2026-07-18T05:24:47.0667910Z,65.044718,16.000000,13,0.000000,407.667969
2026-07-18T05:24:47.6669594Z,67.255429,16.000000,13,0.000000,408.054688
2026-07-18T05:24:48.2829983Z,64.888692,16.000000,13,0.000000,407.667969
2026-07-18T05:24:48.8833823Z,65.713152,16.000000,13,0.000000,407.667969
2026-07-18T05:24:49.5056678Z,66.748234,16.000000,13,0.000000,407.667969
2026-07-18T05:24:50.1163705Z,66.521730,16.000000,13,0.000000,408.054688
2026-07-18T05:24:50.7496291Z,66.414087,16.000000,13,0.000000,407.667969
