timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count,gpu_dedicated_mb,gpu_shared_mb
2026-07-18T05:24:33.3187333Z,1.989406,16.000000,13,0.000000,407.589844
2026-07-18T05:24:33.9597915Z,64.996699,17.000000,13,0.000000,407.589844
2026-07-18T05:24:34.5801173Z,65.489780,16.000000,13,0.000000,407.589844
2026-07-18T05:24:35.2004466Z,66.538920,20.000000,13,0.000000,407.589844
2026-07-18T05:24:35.8527683Z,64.473237,20.000000,13,0.000000,407.660156
2026-07-18T05:24:36.4824692Z,66.789315,16.000000,13,0.000000,407.660156
2026-07-18T05:24:37.1167998Z,66.507118,20.000000,13,0.000000,407.660156
2026-07-18T05:24:37.7276906Z,66.288102,17.000000,13,0.000000,407.660156
2026-07-18T05:24:38.3333023Z,61.275855,14.000000,13,0.000000,407.660156
2026-07-18T05:24:38.9479260Z,62.707746,18.000000,13,0.000000,408.109375
2026-07-18T05:24:39.5654755Z,65.784200,16.000000,13,0.000000,407.722656
2026-07-18T05:24:40.1937396Z,64.455046,20.000000,13,0.000000,407.722656
