timestamp_utc,cpu_percent,gpu_percent,gpu_engine_count
2026-07-17T15:46:33.0964269Z,65.077219,0.000000,0
2026-07-17T15:46:33.7772010Z,65.030138,0.000000,0
2026-07-17T15:46:34.3972808Z,63.835870,0.000000,0
2026-07-17T15:46:35.0305579Z,66.617757,0.000000,0
2026-07-17T15:46:35.6464672Z,60.674180,0.000000,0
2026-07-17T15:46:36.2622802Z,65.123936,0.000000,0
2026-07-17T15:46:36.8797913Z,64.733992,0.000000,0
2026-07-17T15:46:37.4964599Z,67.145060,0.000000,0
2026-07-17T15:46:38.1115360Z,65.625348,0.000000,0
2026-07-17T15:46:38.7289030Z,66.647283,0.000000,0
2026-07-17T15:46:39.3629985Z,65.710396,0.000000,0
2026-07-17T15:46:39.9808176Z,65.966249,0.000000,0
2026-07-17T15:46:40.6108718Z,65.305228,0.000000,0
2026-07-17T15:46:41.2463441Z,65.772930,0.000000,0
2026-07-17T15:46:41.8614504Z,65.622126,0.000000,0
